ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
813,7800,97.93,3,2.61,78.88,2,4.91,8.72,9,93.86,7,4996.71,47,4.5,159.62,Non Defect
814,8039,90.91,4,1.24,78.11,16,3.91,2.64,9,97.67,2,3902.73,11,1.71,124.57,Non Defect
814,12706,83.28,2,1.93,95.17,21,2.11,4.92,3,93.05,8,3234.55,30,7.73,294.73,Non Defect
814,15727,81.17,5,1.32,86.81,6,3.19,8.72,4,94.65,8,1021.41,36,3.2,108.08,Defect
815,13749,82.25,3,2.11,92,16,4.32,9.56,8,80.69,2,1397.24,20,4.48,170.38,Non Defect
815,10141,88.62,0,0.74,94.53,14,1.11,7.2,4,95.49,6,1421.02,26,4.67,313.05,Non Defect
816,5136,96.94,4,2.25,63.83,1,4.32,5.16,6,94.37,9,4664.02,20,8.65,181.08,Non Defect
816,15147,90.53,2,1.66,88.03,5,1.24,9.17,6,95.74,6,1121.14,17,8.26,295.3,Non Defect
817,11740,94.64,2,2.63,61.6,1,4.56,3.95,8,82.17,1,1008.88,31,6.96,151.04,Non Defect
817,9878,92.36,3,0.99,84.33,13,3.86,5.46,6,100,3,2659.89,19,8.93,349.2,Non Defect
818,17848,81.81,4,2.69,76.59,0,0.78,9.27,6,86.11,6,2192.65,45,2.53,254.33,Defect
818,11081,90.57,0,2.8,74.39,18,2.11,3.83,7,84.05,2,3842.99,14,3.79,183.47,Non Defect
819,5363,98.95,1,2.16,95.29,15,3.59,8.04,5,85.24,6,2530.61,12,7.22,169.8,Non Defect
819,8593,86.08,4,4.05,81.49,22,2.05,6.22,4,90.06,0,2761.13,13,3.72,430.46,Non Defect
819,16371,88.63,2,1.57,63.29,6,4.24,9.38,6,81.83,5,2180.95,32,4.85,305.82,Non Defect
820,5476,99.23,3,2.69,93.04,2,2.38,5.45,7,88.47,7,4530.75,30,6.56,398.06,Defect
820,13914,86.07,4,2.61,94.22,10,3.74,5.39,6,91.11,0,1527.41,41,8.04,224.93,Non Defect
821,15018,95.33,2,3.99,73.65,18,2.82,5.61,10,87.41,6,4253.21,23,6.16,211.45,Non Defect
822,9043,90.74,2,2.76,60.02,7,1.65,5,3,95.2,0,1848.5,11,6.4,375.63,Non Defect
822,13677,86.19,0,1.51,71.25,4,1.06,6.35,6,84.32,7,3884.92,25,1.77,449.03,Non Defect
823,10822,80.27,4,0.94,87.9,12,2.55,6.82,6,86.36,1,3336.99,30,7.59,152.76,Non Defect
823,7828,84.86,4,4.28,62.05,22,2.27,7.89,8,99.29,0,3441.85,19,2.51,332.39,Defect
824,5393,83.61,3,1.49,85.73,0,3.13,9.34,7,97.33,5,2632.01,35,4.47,162.56,Non Defect
824,17371,88.81,5,3.46,66.06,11,3.09,7.04,4,84.81,6,1584.6,43,5.33,250.22,Non Defect
824,12177,94.16,3,3.13,61.86,15,4.24,6.1,6,95.59,5,3070.62,42,7.05,488.29,Non Defect
824,19673,95.36,3,4.86,82.5,13,1.44,5.96,1,95.83,9,4675.75,38,7.74,224.15,Non Defect
824,19587,87.91,0,4.23,96.14,8,3.09,2.45,8,87.56,5,2712.95,33,5.41,355.66,Defect
825,13403,96.53,4,2.48,82.32,9,2.07,7.77,7,97.72,9,1588.48,32,3.65,186.55,Non Defect
825,19206,88.05,0,4.6,76.62,10,0.02,7.7,6,96.45,6,4854.49,32,6.11,205.88,Defect
825,8052,96.83,5,0.72,71.36,3,2.81,6.2,3,85.33,2,1578.96,20,7.01,315.68,Defect
825,8795,97.76,3,4.15,81.79,12,2.27,4.93,9,95.14,6,4099.92,25,5.81,465.8,Non Defect
825,9308,82.46,3,2.47,68.98,11,3.97,4.73,8,98.72,4,4710.48,24,4.58,246.48,Non Defect
825,18469,95.22,5,3.48,80.84,6,1.59,7.06,5,82.01,5,2449.8,24,9.28,446.45,Non Defect
826,13817,87.54,2,1.44,84.72,11,3.31,7.03,5,98.6,7,2266.18,43,9.94,492.91,Non Defect
826,13658,80.8,2,2.61,62.43,4,2.86,9.53,6,83.33,8,2776.08,32,2.58,462.32,Non Defect
826,15841,86.21,1,4.08,86.88,17,1.09,7.98,8,89.42,6,3431.38,50,5.25,207.94,Non Defect
826,13893,81.79,5,1.08,78.66,8,4.95,8.87,4,83.37,1,2408.24,14,5.35,145.9,Non Defect
826,5936,88.16,1,0.68,95.32,4,4.51,3.06,9,96.47,9,3707.18,20,9.4,436.27,Non Defect
826,6407,97.12,3,3.2,86.16,3,3.75,3.25,9,84.84,5,1153.16,42,1.76,410.05,Defect
826,5375,97.03,5,4.94,82.82,3,2.45,8.51,4,80.31,9,2220.52,23,3.6,239.5,Non Defect
826,6549,88.97,4,1.27,71.95,16,4.88,9.92,5,95.71,9,4917.78,29,6.69,146.06,Non Defect
826,15881,90.75,2,3.85,99.27,18,3.34,5.93,5,87.47,6,3276.8,16,9.18,421.94,Non Defect
827,10210,81.38,5,1.78,77.87,17,3.17,9.97,7,84.54,9,2065.52,20,2.17,198.59,Non Defect
828,7143,82.92,3,1.52,72.9,20,1.25,9.12,3,95.39,9,1172.4,27,5.07,188.27,Defect
828,18938,88.32,4,1,63.47,19,3.8,8.29,10,98.76,7,3486.65,32,2.11,160.69,Non Defect
828,5899,83.88,5,1.29,89.77,4,3.35,2.27,3,93.71,3,4133.15,49,8.57,292.13,Non Defect
829,18997,95.96,3,1.11,80.97,19,4.35,5.86,9,87.43,3,2568.88,39,2.63,303.61,Non Defect
829,17286,84.49,4,4.74,62.94,1,2.65,3.98,6,95.52,0,3760.92,25,9.47,314.02,Non Defect
829,8980,91.87,5,4.13,83.18,20,0.01,6.33,2,84.83,2,3236.61,21,7.91,123.07,Non Defect
830,9491,83.29,5,4.13,91.9,1,1.46,4.18,1,80.98,5,3049.87,30,9.16,493,Non Defect
830,14037,87.6,0,1.72,67.07,15,0.83,3.68,8,91.51,3,1538.68,16,8.9,433.82,Non Defect
830,18662,85.76,4,3.2,93.12,16,3.94,4.01,5,82.53,2,4095.57,38,8.96,496.49,Defect
831,7937,99.21,0,3.16,73.37,12,4.32,5.79,6,85.22,9,2620.72,27,5.92,479.87,Non Defect
831,8899,89.19,1,1.87,93.44,8,2.82,3.96,4,80.06,1,4174.34,38,9.69,472.44,Non Defect
831,15140,96.18,1,1.88,68.34,12,4.7,6.41,4,81.29,6,4626.45,41,3.14,284.21,Non Defect
831,13784,88.74,4,4.81,93.02,19,3.77,2.26,2,93.54,3,2758.59,42,7.28,192.58,Non Defect
832,9744,88.14,5,3.22,78.85,11,4.47,4.69,7,94.49,1,3241.81,28,6.39,231.79,Defect
832,9586,94.28,4,2.55,69.74,1,4.62,9.65,9,96.22,2,1337.27,38,9.37,237.4,Non Defect
832,11505,83.06,1,0.58,85.34,0,1.45,5.93,7,81.22,1,2146.34,13,3.71,109.21,Defect
833,11875,85.64,0,3.93,91.48,8,1.38,6.83,5,80.98,1,3225.9,34,9.3,423.86,Non Defect
833,8020,85.31,2,2.52,98.48,10,0.56,2.58,1,86.42,2,3485.81,14,1.07,164,Non Defect
833,18776,87.55,2,4.28,77.35,0,0.67,3.47,8,84.01,8,2086.11,31,8.22,114.05,Non Defect
833,16687,84.64,2,1.01,61.62,8,2.71,8.88,6,88.75,0,4315.82,40,2.71,134.67,Non Defect
833,17349,82.12,0,1.01,92.41,15,1.24,7.3,9,81.56,4,3060.75,38,6.09,287.75,Non Defect
834,9121,82.25,3,3.06,79.54,6,2.86,5.74,4,80.63,8,1204.47,17,7.56,403.52,Defect
834,13788,83.48,5,2.08,93.41,3,3.84,2.77,5,95.57,7,2996.07,23,1.66,113.37,Non Defect
834,12915,84.66,1,1.86,88.79,19,1.46,9.6,1,98.43,7,3750.41,16,6.94,321.16,Non Defect
835,13396,88.64,2,2.03,90.73,16,0.47,4.04,3,89.36,3,2201.1,34,6.37,440.21,Non Defect
835,19215,98.32,4,2.45,67.8,18,4.72,7.61,3,90.16,0,2822.03,42,8.68,409.76,Non Defect
835,5985,98.16,2,2.33,64.79,17,3.19,3.57,2,84.85,4,2043.13,47,4.02,321.45,Non Defect
835,15385,87.32,3,0.77,71.92,12,0.48,2.16,4,81.11,3,3272.37,11,7.1,303.27,Non Defect
835,5780,81.79,4,2.43,65.98,19,2.7,6.29,5,95.48,8,1699.64,44,5.71,460.84,Non Defect
835,15381,88.29,0,1.43,93.74,3,2.85,2.59,1,80.82,5,2962.17,27,1.04,160.78,Non Defect
835,11736,96.43,5,4.9,77.97,0,4.87,3.84,1,81.59,5,2000.62,33,5.44,206.49,Defect
836,16344,88.79,3,3.18,64.16,3,3.83,8.47,2,82.61,3,2276.92,22,8.06,141.29,Non Defect
837,7628,97.49,5,1.47,60.7,20,4.39,8.54,8,82.54,4,2012.75,36,4.13,229.57,Defect
837,9168,91.82,1,4.67,93.56,7,1.78,8.2,3,97.27,8,1428.53,31,4.31,428.83,Defect
837,17126,88.65,4,0.83,80.25,20,1.07,5.41,9,80.51,9,3044.45,14,8.42,427.62,Defect
837,17485,98.92,2,4.96,67.22,0,4.67,4.71,8,92.77,0,1646.93,33,1.98,148.56,Non Defect
837,6805,99.65,3,4.5,63.84,14,1.66,6.56,4,95.47,8,4305.68,14,2.64,366.82,Non Defect
838,5784,81.09,0,2.55,61.56,2,3.12,4.48,9,81.08,3,4601.73,14,8.65,284.27,Non Defect
838,12314,98.19,5,0.61,81.77,15,3.3,8.98,7,97.15,0,1071.91,18,6.23,156.61,Non Defect
838,17000,98.23,4,4.5,63.02,15,3.31,9.12,6,99,1,1245.1,28,6.99,200.97,Non Defect
838,17897,99.32,4,0.65,94.14,8,3.39,7.48,3,92.05,9,3207.67,47,8.34,228.54,Defect
838,16086,82.73,2,4.28,82.11,4,3.64,9.1,7,95.34,2,4731.64,24,3.33,238.3,Non Defect
838,6184,93.55,4,1.91,77.12,12,2.96,9.55,5,92.32,7,4422.25,10,1.34,205.26,Non Defect
838,13664,82.39,0,1.72,74.47,18,3.78,2.29,9,96.68,9,3712.29,42,8.95,166.42,Non Defect
839,16720,80.28,5,2.78,92.89,6,2.5,4.37,7,88.85,8,4710.63,24,3.23,494.36,Non Defect
839,19879,92.79,3,4.57,82.95,8,1.1,9.65,2,83.68,3,4460.19,36,5.67,474.05,Non Defect
839,15953,87.67,0,4.79,96.34,12,2.33,5.09,6,97.02,9,4950.72,22,9.03,121.35,Non Defect
839,12076,98.62,0,1.01,94.93,2,3.91,6.42,0,95.51,4,3685.19,26,8.47,376.58,Non Defect
840,5413,87.05,1,2.34,65.06,21,4.73,5.19,8,94.22,5,2667.44,33,3.65,283.5,Non Defect
840,6013,96.87,1,2.73,68.04,0,1.84,4.38,5,97.72,0,1316.57,20,4.98,308.46,Non Defect
840,19186,81.08,5,4.26,81.85,7,4.78,4.13,0,96.34,6,3773.18,17,9.43,485.39,Non Defect
840,14147,99.42,5,2.3,65.89,7,0.99,8.42,7,85.83,9,1886.49,49,5.31,227.55,Defect
841,6849,92.9,3,2.43,98.69,22,4.23,4.29,4,95.27,6,3117.41,38,1.02,398.88,Non Defect
842,15842,94.19,2,3.48,81.3,4,1.41,8.79,8,91.94,4,2018.81,40,6.16,428.64,Non Defect
842,17206,92.13,2,4.18,86.13,20,3.9,3.79,5,88.14,1,3884.14,48,4.79,404.02,Non Defect
842,11280,89.37,1,3.23,79.67,13,4.18,9.98,9,82.54,0,1205.42,35,3.87,474.86,Non Defect
843,13614,94.79,5,1.72,93.46,8,0.68,5.64,1,88.22,3,1715.32,30,3.53,278.33,Non Defect
843,19190,93.35,2,0.65,96.34,19,1.34,3.07,8,97.33,7,4191.97,16,8.21,414.38,Non Defect
843,17179,80.9,4,2.91,90.34,19,4.22,7.41,1,93.59,9,1567.16,20,3.35,195.15,Non Defect
843,16433,80.81,4,1.39,94.02,9,3.53,7.7,9,98.88,3,4519.33,11,5.4,165.2,Defect
844,16634,85.18,5,3.43,74.45,9,0.76,6.43,9,84.31,4,3446.57,35,3.62,181.53,Non Defect
844,5551,97.54,2,1.92,78.73,12,0.52,2.26,3,83.68,2,4467.74,13,3.9,347.74,Non Defect
844,6348,90.89,3,1.3,99.49,8,2.62,2.78,1,96.7,4,2089.56,45,3.65,244.99,Non Defect
844,10128,80.14,3,2.71,89.8,11,1.26,9.28,0,88.06,8,3890.89,25,2.25,438.11,Defect
845,7343,94.91,3,1.97,93.72,15,3.55,5.72,1,87.39,1,4181.46,29,3.96,493.34,Non Defect
845,7451,86.73,1,2.12,89.39,17,2.98,7.06,4,90.12,5,3896.49,23,8.67,323.59,Non Defect
846,13086,88.21,0,4.32,89.22,13,0.18,7.65,4,89.53,0,4926.46,39,3.64,303.62,Non Defect
846,11427,83.24,5,3.57,74.64,5,2.06,8.15,9,90.85,4,1169.89,41,4.59,346.38,Non Defect
847,10331,93.66,3,4.81,60.47,3,1.68,2.86,3,97.6,6,2654.71,33,3.47,301.75,Non Defect
847,10609,90.02,0,1.98,65.1,0,2.41,5.6,0,87.23,8,1933.21,20,2.59,188.19,Non Defect
847,18929,82.53,4,4.81,95.35,17,4.51,4.29,6,83.39,3,4311.13,15,7.48,308.38,Defect
847,13928,89.42,4,3.49,99.1,7,4.53,9.42,1,88.32,8,1245.7,16,6.26,349.71,Non Defect
847,7308,90.64,3,4.26,97.36,19,3.95,3.88,6,80.18,9,1355.2,20,6.72,104.7,Non Defect
848,17475,84.38,3,2.14,76.09,8,0.71,7.24,5,92.33,2,1523.99,38,8.09,125.36,Non Defect
848,17750,95.49,5,1.38,76.08,5,2.52,3.66,7,85.41,2,3234.12,49,2.32,253.49,Non Defect
848,16467,90.24,5,4.11,69.02,6,3.87,5.16,8,88.29,5,4911.17,24,9.57,353.67,Non Defect
848,10330,89.07,0,1.92,94.49,5,3.7,5.04,8,81.6,7,2457.07,20,7.88,338.05,Defect
848,15137,84.89,5,1.36,74.84,18,0.25,3.18,3,99.1,2,1665.96,41,9.27,217.95,Non Defect
848,10232,95.15,1,4.95,85.94,21,2.46,7.98,8,96.41,4,4104.23,26,4.33,461.32,Non Defect
849,14029,81.02,3,3.88,79.85,6,2.81,5.78,7,80.08,5,1386.13,30,2.78,399.07,Non Defect
849,13707,95.1,3,2.88,73.15,17,1.48,4.32,1,88.98,0,1843.21,39,4.22,358.05,Non Defect
849,13196,82.12,0,2.31,63.01,22,4.39,8.1,6,87.2,7,3375.6,22,8.16,193.51,Non Defect
849,13741,86.1,3,1.72,62.79,23,1.1,6.54,1,94.2,2,4749.17,35,3.43,195.87,Non Defect
850,9339,92.37,0,3.02,74.86,6,1.96,3.97,10,82.95,0,3737.66,31,7.04,320.63,Non Defect
850,17641,80.4,3,1.6,97.68,8,1.36,9.5,3,87.57,5,3461.73,42,3.84,412.63,Non Defect
850,5775,82.43,4,4.17,96.82,16,1.65,5.46,3,99.92,6,1525.83,22,1.8,357.58,Non Defect
850,12248,89.64,0,4.67,88.91,12,3.8,6.78,2,94.91,0,1516.92,44,6.63,266.16,Non Defect
850,18449,97.63,3,0.92,86.8,0,2.94,9.62,4,81.43,9,4080.58,38,4.26,142.21,Defect
851,16232,97.34,3,4.8,80.57,14,1.75,6.59,5,96.72,3,3682.88,32,3.48,465.19,Non Defect
851,10178,89.98,3,4.66,87.12,11,0.63,6.49,8,92.89,3,2986.1,20,2.72,316.02,Non Defect
851,11378,92.75,4,1.64,92.37,19,4.53,9.95,9,89.92,5,1890.08,31,8.24,488.64,Non Defect
851,6807,99.23,1,2.99,99.03,7,3.22,3.98,9,96.18,8,1210.04,41,8.08,350.79,Non Defect
852,6781,87.67,0,4.02,87.29,2,3.55,8.92,3,99.09,4,2234.46,28,7.75,222.79,Non Defect
852,19754,83.01,5,1.48,76.74,23,1.3,2.81,0,87.45,7,4113.39,21,9.41,174.63,Non Defect
852,15238,99.46,4,1.81,64.34,10,1.05,8.77,7,86.76,1,1011.43,16,6.4,360.88,Non Defect
853,12153,88.6,3,3.76,98.04,23,3.11,4.75,5,95.78,8,1877.43,24,3.85,430.09,Non Defect
853,9734,83.29,3,4.49,81.29,21,0.68,4.74,10,98.45,0,1434.07,47,2.85,191.64,Non Defect
854,15532,83.9,0,2.65,90.47,2,0.75,7.96,3,99.65,1,1168.27,22,9,326.2,Non Defect
854,5385,84.21,0,1.48,94.11,0,4.31,2.08,6,94.74,4,1377.32,44,3.31,329.69,Non Defect
854,13347,80.77,0,2.19,68.23,12,1.58,4.67,9,88.49,1,4074.38,37,1.02,414.9,Non Defect
856,10714,80.17,2,4.4,97.29,3,1.04,9.65,7,80.57,9,3283.1,39,4.11,211.99,Non Defect
856,6476,80.77,4,3.66,90.93,2,1.82,7.19,10,81.86,9,4508.3,43,7.68,305.64,Non Defect
857,8416,83.37,1,3.55,80.93,11,1.79,9.52,6,93.83,4,3198.13,46,3.91,150.84,Non Defect
857,16061,98.77,2,2.96,93.79,15,1.49,3.63,3,98.42,9,1739.32,45,6.45,325.44,Non Defect
857,19842,95.91,3,3.97,89.44,1,1.14,3.03,6,98.2,6,3376.68,20,5.71,286.03,Non Defect
858,16268,80.8,5,1.92,77.33,17,2.29,4.1,6,96.8,5,3611.06,29,3.51,263.52,Non Defect
858,12251,83.94,4,4.34,72.16,13,2.46,7.29,2,98.97,6,3448.31,23,1.13,355.25,Non Defect
858,12145,94.05,5,3.17,79.19,1,4.9,3.44,6,88.02,8,1048.65,24,7.12,348.09,Non Defect
858,6134,94.49,2,4.39,90.75,9,2.82,2.64,4,97.7,1,1181.86,45,9.22,465.01,Non Defect
858,10406,83.57,2,1.35,60.87,19,3.13,2.62,1,96.98,2,4598.83,15,7.2,490.96,Non Defect
858,15741,89.48,1,4.6,94.87,0,2.61,3.23,10,84.25,4,4972.68,16,4.42,480.92,Non Defect
858,19357,86.11,2,1.04,96.05,16,3.08,2.99,3,84.91,3,2054.64,32,4.78,138.15,Non Defect
860,16534,84.7,0,3.23,65.82,13,3.16,7.09,5,97.94,3,1107.04,41,1.35,106.42,Defect
860,16483,87.23,1,4.14,62.85,5,2.08,2.39,7,83.65,9,1138.2,44,1.99,371.28,Non Defect
860,5216,85.92,2,0.73,62.02,23,0.77,2.57,0,93.73,3,3496.07,12,1.53,478.18,Non Defect
860,7197,97.34,5,3.14,64.89,12,4.34,2.44,3,95.57,4,1459.38,46,7.99,484.81,Non Defect
860,5534,93.77,0,2.05,99.06,5,2.87,4.83,1,89.38,4,4925.47,16,9.67,133.42,Non Defect
861,12133,93.13,0,1.8,88.26,22,0.4,2.63,6,85.06,3,2029.71,23,3.14,496.67,Non Defect
861,6960,83.77,3,4.94,61.43,23,1.56,9.32,6,96.48,5,1043.31,17,7.58,441.3,Non Defect
861,16125,97.19,5,0.74,68.46,4,4.64,9.31,10,87.06,7,2669.71,19,4.87,215.35,Non Defect
862,19264,85.16,4,4.48,78.29,0,4.46,8.78,3,98.05,0,2529.45,50,1.37,391.72,Non Defect
862,15067,88.4,4,4.82,96.69,6,3.99,4.36,7,98.97,1,2225.47,28,8.55,250.94,Non Defect
862,16811,83.67,3,3.09,94.98,18,1.64,9.17,6,96.92,3,4811.36,30,2.7,222.76,Non Defect
863,11445,94.85,3,3.07,79.42,3,0.21,5.15,3,98.26,7,2551.03,21,7.01,499.36,Non Defect
863,15295,93.76,3,1.65,97.25,11,4.04,9.64,8,90.81,4,2841.86,36,9.74,411.74,Non Defect
863,15061,93.54,5,3.01,88.77,14,0.16,6.56,6,96.62,3,2737.61,12,3.8,446.49,Non Defect
863,5254,97.59,5,2.39,91.16,18,3.79,3.5,5,89.26,5,4286.73,31,1.59,385.51,Non Defect
863,5540,83.96,0,0.58,95.37,14,2.99,5.15,6,88.92,9,2334.31,30,4.47,417.71,Non Defect
863,6036,87.78,0,4.38,68.62,22,0.63,9.05,9,86.67,1,3372.83,17,3.33,157.87,Defect
863,18643,84.72,3,4.73,94.21,3,0.27,6.44,1,99.13,2,4984.19,44,2.14,452.98,Non Defect
866,13480,82.58,5,4.47,84.65,5,3.64,5.41,9,86.66,5,1507.2,24,7.06,140.73,Non Defect
866,7606,91.38,5,3.68,68.94,0,4.75,7.9,4,86.11,1,3974.28,16,1.48,372.98,Non Defect
866,8765,84.12,0,0.69,69.77,3,3.08,5.12,1,97.77,3,2625.68,26,1.7,106.27,Non Defect
866,9692,85.02,3,3.94,83.44,3,2.83,5.85,4,91.35,4,3407.22,43,1.61,125.35,Non Defect
866,7880,97.47,5,1,64.81,21,3.58,9.91,2,95.07,5,1299.48,35,9.47,459.19,Defect
867,9952,96.12,2,4.52,91.28,13,4.61,3.26,6,87.3,7,2314.75,50,5.74,387.22,Non Defect
867,18255,80,1,4.37,95.13,9,1.4,4.88,3,89.22,7,3805.32,47,8.41,473.69,Defect
867,8405,93.71,2,1.56,83.66,14,4.77,6.53,3,90.49,2,3574.79,29,9.77,167.63,Defect
867,5792,87.3,2,2.71,84.87,11,1.97,3.14,7,85.31,1,4139.93,50,5.1,229.99,Defect
868,19719,89.39,4,3.76,74.32,19,4.68,8.38,10,89.03,8,3704.43,30,1.97,235.37,Defect
868,9137,82.09,2,3.97,65.97,9,1.71,6.97,9,80.04,7,4817.8,22,4.05,436.3,Non Defect
868,10841,98.52,3,4.31,75.15,3,2.65,4.72,9,83.59,8,4822.65,37,7.77,440.93,Non Defect
868,9079,91.93,2,2.48,85.47,7,4.39,4.2,2,80.64,1,1639.59,29,6.68,110.97,Non Defect
868,10525,82.26,3,2.54,77.97,23,0.95,7.4,6,99.11,7,3780.3,21,1.57,309.52,Non Defect
869,11923,92.21,2,1.83,89.66,3,1.24,3.79,0,87.57,3,2428.39,42,5.97,114.35,Non Defect
869,8728,89.91,4,3.61,96.98,11,3.81,7.17,0,80.98,1,4174.17,47,3.83,382.55,Non Defect
869,11117,80.05,2,1.9,94.02,5,1.39,4.31,9,86.19,1,2971.22,20,6.56,116.23,Non Defect
869,6659,84.22,3,1.7,79.93,13,3.81,3.25,3,96.22,6,1094.59,34,5.86,256.34,Non Defect
869,7963,99.39,1,1.05,98.89,6,1.65,7.13,5,83.77,8,4109.45,27,2.48,236.57,Defect
870,15143,86.42,3,1.05,67.19,3,2.47,7.47,4,88.32,1,2782.82,32,6.9,412.76,Defect
870,19156,88.55,0,0.64,80.24,15,3.97,4.24,4,90.97,6,2221.75,16,4.96,333.24,Non Defect
870,18793,80.7,1,1.72,94.75,15,2.16,5.9,7,99.07,2,2347.1,14,9.98,335.98,Non Defect
871,6329,86.64,4,2.07,63.85,9,3.57,3.78,4,93.42,0,4125.15,42,6.29,149.64,Non Defect
871,10355,96.64,3,3.01,74.18,9,0.11,6.15,5,96.57,2,3034.23,31,4.72,335.68,Non Defect
871,10159,85.59,2,4.8,92.52,2,3.1,8.2,7,90.51,4,2863.29,45,8.09,333.53,Non Defect
871,14535,92.09,1,2.96,90.39,22,3.52,5.24,1,90.58,4,3666.43,25,8.96,396.15,Defect
872,18594,90.04,5,1.13,75.08,19,0.91,8.39,9,81.05,1,4947.49,31,6.45,262.65,Non Defect
872,5487,88.91,4,2.61,88.3,21,3.88,4.11,0,95.23,2,1549.79,12,1.46,179.41,Non Defect
872,7947,88.26,2,4.5,73.26,3,3.69,3.47,6,93.92,1,1056.32,14,4.97,149.29,Defect
873,7503,91.65,3,4.95,91.21,20,3.27,3.77,2,93.09,7,1967.78,38,3.25,420.79,Defect
873,15404,95.13,0,3.23,68.43,16,2.15,7.95,7,84.45,5,2688.42,48,3.03,435.15,Non Defect
873,13923,91.72,5,1.17,80.81,14,0.7,8.96,6,91.07,9,2222.9,20,6.28,175.58,Non Defect
873,5520,97.07,1,0.73,64.19,0,1.69,8.87,5,86.64,9,4647.1,12,2.35,367.44,Defect
873,14506,92.08,4,4.21,75.27,12,3.8,9.08,3,91.47,3,3266.03,17,6.16,400.4,Non Defect
873,7849,86.68,1,1.25,96.3,8,3.81,9.38,6,83.09,0,4461.09,14,9.95,214.89,Non Defect
874,14743,80.32,2,2.42,69.11,7,2.24,8.54,3,96.61,2,2511.18,38,9.22,246.13,Non Defect
874,15033,80.49,2,1.27,66.32,1,2.08,2.53,8,81.47,0,2929.86,18,1.4,364.75,Non Defect
875,6156,98.26,2,3.48,71.16,1,2.03,6.5,0,94.1,0,2329.93,26,3.01,288.93,Non Defect
875,8562,85.16,0,2.17,61.22,11,2.15,7.95,10,96.86,1,2895.48,15,6.79,316.3,Defect
875,18105,99.45,2,3.52,71.91,0,2.12,3.77,4,93.46,8,3998.65,37,2.5,431.98,Non Defect
875,9491,98.82,4,4.96,90.78,3,2.53,6.99,7,81.57,4,1222.64,33,6.84,340.46,Non Defect
875,9987,99.5,5,0.76,97.43,4,4.49,5.06,6,85.22,8,2085.85,42,7.86,321.9,Non Defect
875,7281,81.66,4,1.65,70.54,21,2.54,6.85,3,99.39,3,3216.72,16,2.43,498.28,Non Defect
875,13935,87.87,3,4.21,69.05,21,4.99,7.37,2,93.19,4,4596.62,47,4.12,414.42,Non Defect
875,12676,84.91,2,2.5,81.28,10,4.42,6.83,9,91.62,4,3430.4,20,1.14,348.21,Non Defect
875,12667,91.54,4,2.51,80.39,1,1.73,3.53,8,82.17,7,2293.64,47,8.38,200.71,Defect
875,12127,83.48,1,3.47,94.12,9,2.12,5.56,9,99.92,6,2256.78,50,5.4,137.17,Non Defect
876,5973,95.38,4,2.34,87.5,13,3.59,8.18,2,94.55,5,3012.34,41,9.54,312.24,Non Defect
876,19272,90.07,5,0.53,97.9,23,3.3,7.95,5,93.36,0,1173.36,30,8.92,450.11,Non Defect
876,15132,80.98,0,3.04,70.17,21,2.04,6.78,5,88.42,6,1467.74,28,7.93,324.03,Non Defect
877,8735,81.71,1,4.07,79.15,4,1.22,5.99,7,92.71,6,4002.96,34,5.15,368.49,Non Defect
877,16542,89.21,5,1.91,62.51,0,4.57,5.53,6,81.88,2,3833.86,38,2.86,328.24,Non Defect
877,13488,84.49,2,3.68,81.49,17,2.23,6.47,8,80.53,5,3636.41,30,4.41,209.96,Non Defect
877,19304,82.84,3,1.04,68.73,14,2.31,4.27,8,99.6,6,2250.91,26,8.31,392.51,Non Defect
877,14351,91.76,2,1.61,97.58,13,0.41,8.78,6,99.27,6,2140.26,12,3.62,229.6,Defect
878,19075,91.53,4,4.72,60.8,1,3.54,6.7,1,80.94,6,2494.05,44,5.19,419.91,Non Defect
878,8138,81.79,4,1.51,88.67,7,0.97,4.65,8,92.81,1,2039.76,42,4.68,392.4,Non Defect
878,8726,88.27,2,1.58,78.87,21,3.27,5,9,91.65,5,4442.53,31,2.66,477.83,Non Defect
878,6005,91.09,0,3.62,69.72,12,0.28,6.78,4,87.52,2,1293.15,40,7.32,464.54,Non Defect
878,6234,81.96,3,0.83,92.7,14,2.67,7,5,93.41,2,2638.03,25,9.27,495.37,Defect
878,16012,84.3,0,0.74,82.87,13,1.35,4.35,7,90.99,4,1353.59,39,5.72,381.74,Non Defect
878,10883,93.21,5,2,91.79,7,0.81,8.05,1,83.04,6,3087.74,36,6.66,234.06,Non Defect
879,5504,87.72,4,1.32,95.52,13,4.9,8.75,4,93.6,0,4976.82,12,5.2,233.4,Non Defect
879,19327,95.9,1,2.43,89.61,14,0.24,7.13,2,87.67,0,4088.33,49,2.64,292.37,Non Defect
879,5929,98.06,0,0.85,62.82,19,2.42,2.76,3,92.32,6,1938.47,50,6.52,201.95,Defect
880,15594,88.94,1,3.88,72.35,3,2.61,3.76,7,93.45,4,2548.9,20,5.19,427.59,Non Defect
880,10388,96.05,1,0.9,89.53,5,3.02,9.83,5,91.03,5,2046.7,35,9.26,169.35,Non Defect
